,month,day,campaign_number,user_engagement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,updated_placement,banner_width,banner_height,banner_area
8068,May,12,camp 3,Medium,80,0.0072,0,0.0,0,0.0,def,468,60,28080
8069,May,12,camp 3,Medium,6,0.0023,0,0.0,0,0.0,ghi,468,60,28080
8070,May,12,camp 3,Medium,743,0.0123,1,0.0533,0,0.0,mno,468,60,28080
8071,May,12,camp 3,High,4914,2.543,28,1.493,3,139.5103,mno,580,400,232000
8072,May,12,camp 3,Low,3057,0.306,19,1.013,0,0.0,mno,580,400,232000
8073,May,12,camp 3,Medium,7375,1.245,113,6.023,0,0.0,mno,580,400,232000
8074,May,12,camp 3,High,479,0.0933,3,0.1599,0,0.0,def,670,90,60300
8075,May,12,camp 3,High,125,0.1628,1,0.0533,0,0.0,ghi,670,90,60300
8076,May,12,camp 3,High,25,0.0131,0,0.0,0,0.0,jkl,670,90,60300
8077,May,12,camp 3,High,1579,0.337,6,0.3198,2,25.031,mno,670,90,60300
8078,May,12,camp 3,Low,1931,0.0503,7,0.374,0,0.0,def,670,90,60300
8079,May,12,camp 3,Low,20,0.0219,0,0.0,0,0.0,ghi,670,90,60300
8080,May,12,camp 3,Low,1,0.0003,0,0.0,0,0.0,jkl,670,90,60300
8081,May,12,camp 3,Low,1143,0.0239,2,0.1066,0,0.0,mno,670,90,60300
8082,May,12,camp 3,Medium,2847,0.1185,10,0.534,0,0.0,def,670,90,60300
8083,May,12,camp 3,Medium,72,0.0997,0,0.0,0,0.0,ghi,670,90,60300
8084,May,12,camp 3,Medium,16,0.0059,1,0.0533,0,0.0,jkl,670,90,60300
8085,May,12,camp 3,Medium,2813,0.1382,11,0.5874,0,0.0,mno,670,90,60300
8086,May,12,camp 3,High,2,0.002,0,0.0,0,0.0,abc,728,90,65520
8087,May,12,camp 3,High,5450,0.998,10,0.534,0,0.0,def,728,90,65520
8088,May,12,camp 3,High,1593,1.556,18,0.9595,5,148.8136,ghi,728,90,65520
8089,May,12,camp 3,High,1252,0.443,8,0.4275,4,501.3905,jkl,728,90,65520
8090,May,12,camp 3,High,23649,5.113,56,2.986,12,977.8518,mno,728,90,65520
8091,May,12,camp 3,High,2,0.0016,0,0.0,0,0.0,No Data Available,728,90,65520
8092,May,12,camp 3,Low,3249,0.261,7,0.3733,0,0.0,def,728,90,65520
8093,May,12,camp 3,Low,355,0.313,0,0.0,0,0.0,ghi,728,90,65520
8094,May,12,camp 3,Low,22,0.0064,0,0.0,0,0.0,jkl,728,90,65520
8095,May,12,camp 3,Low,21536,0.601,42,2.238,0,0.0,mno,728,90,65520
8096,May,12,camp 3,Medium,11271,1.084,40,2.133,0,0.0,def,728,90,65520
8097,May,12,camp 3,Medium,1426,0.9644,21,1.119,0,0.0,ghi,728,90,65520
8098,May,12,camp 3,Medium,374,0.1141,4,0.2133,0,0.0,jkl,728,90,65520
8099,May,12,camp 3,Medium,50502,2.57,149,7.945,0,0.0,mno,728,90,65520
8100,May,12,camp 3,Medium,1,0.0008,0,0.0,0,0.0,No Data Available,728,90,65520
8101,May,12,camp 3,Medium,9,0.0027,0,0.0,0,0.0,mno,800,250,200000
8102,May,13,camp 1,High,9,0.0115,0,0.0,0,0.0,abc,160,600,96000
8103,May,13,camp 1,High,18172,16.75,118,22.0,22,1003.2109,def,160,600,96000
8104,May,13,camp 1,High,16053,26.55,87,16.0,65,2193.9927,ghi,160,600,96000
8105,May,13,camp 1,High,180728,231.0,1167,221.0,722,35760.17,mno,160,600,96000
8106,May,13,camp 1,Low,314,0.0504,0,0.0,0,0.0,def,160,600,96000
8107,May,13,camp 1,Low,40,0.0119,0,0.0,0,0.0,ghi,160,600,96000
8108,May,13,camp 1,Low,2733,0.6523,17,3.227,7,540.896,mno,160,600,96000
8109,May,13,camp 1,Medium,2278,0.984,13,2.469,0,0.0,def,160,600,96000
8110,May,13,camp 1,Medium,632,0.6987,10,1.898,2,191.2181,ghi,160,600,96000
8111,May,13,camp 1,Medium,21732,13.32,164,31.14,18,1883.4196,mno,160,600,96000
8112,May,13,camp 1,High,40898,34.03,169,32.0,85,6230.8027,def,240,400,96000
8113,May,13,camp 1,High,285255,252.9,4929,935.0,2095,106609.67,ghi,240,400,96000
8114,May,13,camp 1,High,34679,17.75,257,48.0,144,7459.776,jkl,240,400,96000
8115,May,13,camp 1,High,183041,371.2,1092,207.0,579,31035.46,mno,240,400,96000
8116,May,13,camp 1,Low,618,0.1214,5,0.949,0,0.0,def,240,400,96000
8117,May,13,camp 1,Low,1028,0.796,14,2.658,0,0.0,ghi,240,400,96000
8118,May,13,camp 1,Low,266,0.1309,4,0.7593,0,0.0,jkl,240,400,96000
8119,May,13,camp 1,Low,2250,0.728,8,1.519,0,0.0,mno,240,400,96000
8120,May,13,camp 1,Medium,3652,1.697,22,4.176,7,412.0255,def,240,400,96000
8121,May,13,camp 1,Medium,15263,12.58,462,87.7,58,2749.4426,ghi,240,400,96000
8122,May,13,camp 1,Medium,2563,1.313,21,3.986,0,0.0,jkl,240,400,96000
8123,May,13,camp 1,Medium,17669,16.14,131,24.88,13,761.1871,mno,240,400,96000
8124,May,13,camp 1,High,9,0.0177,0,0.0,0,0.0,abc,300,250,75000
8125,May,13,camp 1,High,43785,39.34,183,34.0,194,10924.161,def,300,250,75000
8126,May,13,camp 1,High,56813,40.5,633,120.0,519,22979.521,ghi,300,250,75000
8127,May,13,camp 1,High,5838,3.385,13,2.0,6,138.0605,jkl,300,250,75000
8128,May,13,camp 1,High,342398,484.8,1783,338.0,1270,65203.582,mno,300,250,75000
8129,May,13,camp 1,Low,515,0.2103,0,0.0,0,0.0,def,300,250,75000
8130,May,13,camp 1,Low,130,0.0826,1,0.1898,0,0.0,ghi,300,250,75000
8131,May,13,camp 1,Low,20,0.0123,0,0.0,0,0.0,jkl,300,250,75000
8132,May,13,camp 1,Low,4422,1.434,22,4.176,0,0.0,mno,300,250,75000
8133,May,13,camp 1,Medium,1,0.002,0,0.0,0,0.0,abc,300,250,75000
8134,May,13,camp 1,Medium,4573,2.885,23,4.367,4,521.4274,def,300,250,75000
8135,May,13,camp 1,Medium,1911,1.229,53,10.06,0,0.0,ghi,300,250,75000
8136,May,13,camp 1,Medium,404,0.2474,1,0.1898,1,14.9031,jkl,300,250,75000
8137,May,13,camp 1,Medium,37885,28.11,223,42.34,50,3150.8704,mno,300,250,75000
8138,May,13,camp 1,High,1328,0.3806,1,0.0,7,81.3229,def,468,60,28080
8139,May,13,camp 1,High,1106,0.45,3,0.0,2,37.0476,ghi,468,60,28080
8140,May,13,camp 1,High,13,0.0087,0,0.0,0,0.0,jkl,468,60,28080
8141,May,13,camp 1,High,4956,2.91,5,1.0,1,6.7531,mno,468,60,28080
8142,May,13,camp 1,Low,10,0.0005,0,0.0,0,0.0,def,468,60,28080
8143,May,13,camp 1,Low,1,0.0004,0,0.0,0,0.0,ghi,468,60,28080
8144,May,13,camp 1,Low,27,0.0037,0,0.0,0,0.0,mno,468,60,28080
8145,May,13,camp 1,Medium,96,0.0134,0,0.0,0,0.0,def,468,60,28080
8146,May,13,camp 1,Medium,41,0.0166,0,0.0,0,0.0,ghi,468,60,28080
8147,May,13,camp 1,Medium,570,0.15,3,0.5693,0,0.0,mno,468,60,28080
8148,May,13,camp 1,High,45935,142.8,524,99.0,370,25450.57,mno,580,400,232000
8149,May,13,camp 1,Low,603,0.3096,4,0.7593,0,0.0,mno,580,400,232000
8150,May,13,camp 1,Medium,4555,7.082,74,14.05,17,443.1471,mno,580,400,232000
8151,May,13,camp 1,High,5301,7.89,29,5.0,34,1597.684,def,670,90,60300
8152,May,13,camp 1,High,14891,12.51,83,15.0,64,4208.407,ghi,670,90,60300
8153,May,13,camp 1,High,343,0.24,1,0.0,0,0.0,jkl,670,90,60300
8154,May,13,camp 1,High,19538,27.86,94,17.0,61,2290.5398,mno,670,90,60300
8155,May,13,camp 1,Low,69,0.0172,0,0.0,0,0.0,def,670,90,60300
8156,May,13,camp 1,Low,11,0.0117,0,0.0,0,0.0,ghi,670,90,60300
8157,May,13,camp 1,Low,195,0.0491,0,0.0,0,0.0,mno,670,90,60300
8158,May,13,camp 1,Medium,508,0.3435,3,0.5693,0,0.0,def,670,90,60300
8159,May,13,camp 1,Medium,494,0.3699,12,2.277,0,0.0,ghi,670,90,60300
8160,May,13,camp 1,Medium,25,0.0164,0,0.0,0,0.0,jkl,670,90,60300
8161,May,13,camp 1,Medium,1899,1.298,8,1.519,1,12.774,mno,670,90,60300
8162,May,13,camp 1,High,15,0.0239,0,0.0,0,0.0,abc,728,90,65520
8163,May,13,camp 1,High,73164,63.84,260,49.0,148,6526.2593,def,728,90,65520
8164,May,13,camp 1,High,207355,264.5,1955,371.0,1113,47539.945,ghi,728,90,65520
8165,May,13,camp 1,High,19799,7.59,77,14.0,17,625.904,jkl,728,90,65520
8166,May,13,camp 1,High,323873,307.5,1122,213.0,865,31236.037,mno,728,90,65520
8167,May,13,camp 1,High,5,0.004,0,0.0,0,0.0,No Data Available,728,90,65520
8168,May,13,camp 1,Low,948,0.2336,2,0.3796,1,11.4858,def,728,90,65520
8169,May,13,camp 1,Low,313,0.2537,3,0.5693,0,0.0,ghi,728,90,65520
8170,May,13,camp 1,Low,148,0.0524,0,0.0,0,0.0,jkl,728,90,65520
8171,May,13,camp 1,Low,4381,0.906,16,3.035,3,18.6355,mno,728,90,65520
8172,May,13,camp 1,Medium,8624,4.11,34,6.453,8,305.3182,def,728,90,65520
8173,May,13,camp 1,Medium,8058,8.97,138,26.2,22,711.4617,ghi,728,90,65520
8174,May,13,camp 1,Medium,1683,0.6304,12,2.277,1,96.7007,jkl,728,90,65520
8175,May,13,camp 1,Medium,35972,19.94,198,37.6,41,1620.3394,mno,728,90,65520
8176,May,13,camp 1,High,14,0.0325,0,0.0,0,0.0,mno,800,250,200000
8177,May,13,camp 1,Low,4,0.0007,0,0.0,0,0.0,mno,800,250,200000
8178,May,13,camp 1,Medium,9,0.0036,0,0.0,0,0.0,mno,800,250,200000
8179,May,13,camp 3,High,1933,0.314,2,0.1084,0,0.0,def,160,600,96000
8180,May,13,camp 3,High,127,0.0333,0,0.0,0,0.0,ghi,160,600,96000
8181,May,13,camp 3,High,17211,4.414,61,3.309,4,113.6485,mno,160,600,96000
8182,May,13,camp 3,Low,3,0.0022,0,0.0,0,0.0,abc,160,600,96000
8183,May,13,camp 3,Low,3434,0.1088,6,0.3254,0,0.0,def,160,600,96000
8184,May,13,camp 3,Low,90,0.0353,0,0.0,0,0.0,ghi,160,600,96000
8185,May,13,camp 3,Low,19806,0.8735,85,4.61,0,0.0,mno,160,600,96000
8186,May,13,camp 3,Medium,1,0.0007,0,0.0,0,0.0,abc,160,600,96000
8187,May,13,camp 3,Medium,6863,0.391,24,1.302,2,64.345,def,160,600,96000
8188,May,13,camp 3,Medium,451,0.0776,0,0.0,0,0.0,ghi,160,600,96000
8189,May,13,camp 3,Medium,44926,4.09,278,15.08,3,80.1271,mno,160,600,96000
8190,May,13,camp 3,High,3727,0.772,9,0.488,0,0.0,def,240,400,96000
8191,May,13,camp 3,High,5540,4.445,43,2.332,6,900.9262,ghi,240,400,96000
8192,May,13,camp 3,High,2532,1.285,7,0.3796,2,48.7097,jkl,240,400,96000
8193,May,13,camp 3,High,19576,7.016,50,2.713,7,693.2726,mno,240,400,96000
8194,May,13,camp 3,Low,3766,0.2852,18,0.976,0,0.0,def,240,400,96000
8195,May,13,camp 3,Low,1347,1.063,15,0.8135,0,0.0,ghi,240,400,96000
8196,May,13,camp 3,Low,148,0.0786,0,0.0,0,0.0,jkl,240,400,96000
8197,May,13,camp 3,Low,12114,0.5874,22,1.193,0,0.0,mno,240,400,96000
8198,May,13,camp 3,Medium,8402,0.832,33,1.79,0,0.0,def,240,400,96000
8199,May,13,camp 3,Medium,4596,3.838,111,6.02,1,83.9401,ghi,240,400,96000
8200,May,13,camp 3,Medium,909,0.4817,20,1.085,0,0.0,jkl,240,400,96000
8201,May,13,camp 3,Medium,30419,2.797,115,6.24,1,32.5577,mno,240,400,96000
8202,May,13,camp 3,High,3175,0.816,11,0.5967,0,0.0,def,300,250,75000
8203,May,13,camp 3,High,878,0.584,6,0.3254,0,0.0,ghi,300,250,75000
8204,May,13,camp 3,High,131,0.0801,0,0.0,0,0.0,jkl,300,250,75000
8205,May,13,camp 3,High,31401,9.55,95,5.152,4,704.815,mno,300,250,75000
8206,May,13,camp 3,Low,7,0.0074,0,0.0,0,0.0,abc,300,250,75000
8207,May,13,camp 3,Low,5106,0.2578,53,2.875,0,0.0,def,300,250,75000
8208,May,13,camp 3,Low,332,0.2018,7,0.3796,0,0.0,ghi,300,250,75000
8209,May,13,camp 3,Low,34959,1.419,100,5.42,0,0.0,mno,300,250,75000
8210,May,13,camp 3,Medium,1,0.0008,0,0.0,0,0.0,abc,300,250,75000
8211,May,13,camp 3,Medium,9057,0.853,83,4.5,1,13.9388,def,300,250,75000
8212,May,13,camp 3,Medium,1090,0.6685,29,1.573,0,0.0,ghi,300,250,75000
8213,May,13,camp 3,Medium,9,0.0029,0,0.0,0,0.0,jkl,300,250,75000
8214,May,13,camp 3,Medium,73747,5.84,409,22.19,5,1198.1592,mno,300,250,75000
8215,May,13,camp 3,High,79,0.0096,0,0.0,0,0.0,def,468,60,28080
8216,May,13,camp 3,High,3,0.0012,0,0.0,0,0.0,ghi,468,60,28080
8217,May,13,camp 3,High,344,0.0331,2,0.1084,0,0.0,mno,468,60,28080
8218,May,13,camp 3,Low,57,0.0034,0,0.0,0,0.0,def,468,60,28080
8219,May,13,camp 3,Low,219,0.0025,0,0.0,0,0.0,mno,468,60,28080
8220,May,13,camp 3,Medium,159,0.0139,0,0.0,0,0.0,def,468,60,28080
8221,May,13,camp 3,Medium,4,0.0016,0,0.0,0,0.0,ghi,468,60,28080
8222,May,13,camp 3,Medium,860,0.014,0,0.0,0,0.0,mno,468,60,28080
8223,May,13,camp 3,High,5237,2.9,47,2.549,2,15.1878,mno,580,400,232000
8224,May,13,camp 3,Low,4248,0.4348,35,1.898,0,0.0,mno,580,400,232000
8225,May,13,camp 3,Medium,9567,1.715,110,5.965,2,181.6443,mno,580,400,232000
8226,May,13,camp 3,High,484,0.1169,1,0.0542,0,0.0,def,670,90,60300
8227,May,13,camp 3,High,114,0.1288,2,0.1084,0,0.0,ghi,670,90,60300
8228,May,13,camp 3,High,38,0.0248,0,0.0,0,0.0,jkl,670,90,60300
8229,May,13,camp 3,High,1341,0.386,4,0.2169,1,163.5545,mno,670,90,60300
8230,May,13,camp 3,Low,1940,0.0521,7,0.3796,0,0.0,def,670,90,60300
8231,May,13,camp 3,Low,21,0.025,0,0.0,0,0.0,ghi,670,90,60300
8232,May,13,camp 3,Low,1216,0.0277,0,0.0,0,0.0,mno,670,90,60300
8233,May,13,camp 3,Medium,2685,0.1205,12,0.651,0,0.0,def,670,90,60300
8234,May,13,camp 3,Medium,62,0.0933,5,0.2712,0,0.0,ghi,670,90,60300
8235,May,13,camp 3,Medium,18,0.0077,0,0.0,0,0.0,jkl,670,90,60300
8236,May,13,camp 3,Medium,3030,0.1667,6,0.3254,0,0.0,mno,670,90,60300
8237,May,13,camp 3,High,1,0.0015,0,0.0,0,0.0,abc,728,90,65520
8238,May,13,camp 3,High,5553,1.108,15,0.8135,0,0.0,def,728,90,65520
8239,May,13,camp 3,High,1436,1.361,7,0.3796,0,0.0,ghi,728,90,65520
8240,May,13,camp 3,High,1271,0.4517,6,0.3254,0,0.0,jkl,728,90,65520
8241,May,13,camp 3,High,22782,5.324,54,2.93,3,182.6342,mno,728,90,65520
8242,May,13,camp 3,Low,3774,0.3203,16,0.8677,0,0.0,def,728,90,65520
8243,May,13,camp 3,Low,334,0.2815,1,0.0542,0,0.0,ghi,728,90,65520
8244,May,13,camp 3,Low,57,0.014,0,0.0,0,0.0,jkl,728,90,65520
8245,May,13,camp 3,Low,22264,0.756,55,2.982,1,105.5286,mno,728,90,65520
8246,May,13,camp 3,Medium,1,0.0006,0,0.0,0,0.0,abc,728,90,65520
8247,May,13,camp 3,Medium,12826,1.329,69,3.742,4,233.9041,def,728,90,65520
8248,May,13,camp 3,Medium,1463,0.9604,25,1.355,0,0.0,ghi,728,90,65520
8249,May,13,camp 3,Medium,705,0.2052,4,0.2167,1,145.1146,jkl,728,90,65520
8250,May,13,camp 3,Medium,50648,3.088,151,8.19,1,21.655,mno,728,90,65520
8251,May,13,camp 3,High,7,0.0016,0,0.0,0,0.0,mno,800,250,200000
8252,May,13,camp 3,Low,1,0.0,0,0.0,0,0.0,mno,800,250,200000
8253,May,13,camp 3,Medium,1,0.0,0,0.0,0,0.0,mno,800,250,200000
8254,May,14,camp 1,High,19,0.0296,0,0.0,0,0.0,abc,160,600,96000
8255,May,14,camp 1,High,14355,12.25,70,13.0,56,2446.1943,def,160,600,96000
8256,May,14,camp 1,High,12890,21.08,82,15.0,80,2697.1758,ghi,160,600,96000
8257,May,14,camp 1,High,140317,170.2,868,164.0,629,31124.822,mno,160,600,96000
8258,May,14,camp 1,Low,210,0.0346,1,0.189,0,0.0,def,160,600,96000
8259,May,14,camp 1,Low,31,0.0066,0,0.0,0,0.0,ghi,160,600,96000
8260,May,14,camp 1,Low,1878,0.528,9,1.701,3,214.7841,mno,160,600,96000
8261,May,14,camp 1,Medium,1559,0.6523,10,1.89,2,198.2322,def,160,600,96000
8262,May,14,camp 1,Medium,449,0.4248,2,0.378,1,45.8757,ghi,160,600,96000
8263,May,14,camp 1,Medium,16249,8.73,92,17.39,12,1044.3937,mno,160,600,96000
8264,May,14,camp 1,High,33712,27.98,174,33.0,86,4056.2915,def,240,400,96000
8265,May,14,camp 1,High,211843,189.4,3293,622.0,1778,84427.85,ghi,240,400,96000
8266,May,14,camp 1,High,31122,15.51,220,41.0,168,7674.609,jkl,240,400,96000
8267,May,14,camp 1,High,129972,224.4,694,131.0,402,23637.799,mno,240,400,96000
8268,May,14,camp 1,Low,325,0.0585,0,0.0,0,0.0,def,240,400,96000
8269,May,14,camp 1,Low,642,0.515,8,1.512,0,0.0,ghi,240,400,96000
8270,May,14,camp 1,Low,206,0.1022,2,0.378,2,9.032,jkl,240,400,96000
8271,May,14,camp 1,Low,1562,0.4155,7,1.323,0,0.0,mno,240,400,96000
8272,May,14,camp 1,Medium,2785,1.232,17,3.213,0,0.0,def,240,400,96000
8273,May,14,camp 1,Medium,9010,7.504,265,50.1,28,1394.114,ghi,240,400,96000
8274,May,14,camp 1,Medium,1950,0.9746,21,3.969,3,109.3429,jkl,240,400,96000
8275,May,14,camp 1,Medium,10606,8.66,69,13.04,8,248.4686,mno,240,400,96000
8276,May,14,camp 1,High,16,0.0228,0,0.0,0,0.0,abc,300,250,75000
8277,May,14,camp 1,High,33388,28.53,137,25.0,134,8719.489,def,300,250,75000
8278,May,14,camp 1,High,58354,41.44,723,136.0,292,12988.928,ghi,300,250,75000
8279,May,14,camp 1,High,2441,1.356,3,0.0,8,801.2722,jkl,300,250,75000
8280,May,14,camp 1,High,263447,360.5,1514,286.0,1180,56010.785,mno,300,250,75000
8281,May,14,camp 1,Low,314,0.0979,2,0.378,0,0.0,def,300,250,75000
8282,May,14,camp 1,Low,138,0.0878,0,0.0,0,0.0,ghi,300,250,75000
8283,May,14,camp 1,Low,10,0.006,0,0.0,0,0.0,jkl,300,250,75000
8284,May,14,camp 1,Low,3169,1.03,16,3.023,6,650.7249,mno,300,250,75000
8285,May,14,camp 1,Medium,3155,1.81,16,3.023,2,320.4414,def,300,250,75000
8286,May,14,camp 1,Medium,2016,1.304,67,12.664,9,410.6132,ghi,300,250,75000
8287,May,14,camp 1,Medium,168,0.0998,1,0.189,0,0.0,jkl,300,250,75000
8288,May,14,camp 1,Medium,26890,18.55,211,39.88,45,1939.6823,mno,300,250,75000
8289,May,14,camp 1,High,1151,0.4507,0,0.0,0,0.0,def,468,60,28080
8290,May,14,camp 1,High,831,0.3364,1,0.0,3,59.2144,ghi,468,60,28080
8291,May,14,camp 1,High,12,0.008,0,0.0,0,0.0,jkl,468,60,28080
8292,May,14,camp 1,High,3380,1.938,4,0.0,5,736.8194,mno,468,60,28080
8293,May,14,camp 1,Low,8,0.0007,0,0.0,0,0.0,def,468,60,28080
8294,May,14,camp 1,Low,41,0.0041,0,0.0,0,0.0,mno,468,60,28080
8295,May,14,camp 1,Medium,107,0.0197,1,0.189,0,0.0,def,468,60,28080
8296,May,14,camp 1,Medium,57,0.023,0,0.0,0,0.0,ghi,468,60,28080
8297,May,14,camp 1,Medium,392,0.1107,0,0.0,0,0.0,mno,468,60,28080
8298,May,14,camp 1,High,36416,97.9,434,82.0,305,15154.955,mno,580,400,232000
8299,May,14,camp 1,Low,406,0.2263,4,0.756,1,65.1143,mno,580,400,232000
8300,May,14,camp 1,Medium,3451,4.49,52,9.83,3,99.7438,mno,580,400,232000
8301,May,14,camp 1,High,4095,6.746,34,6.0,7,563.1452,def,670,90,60300
8302,May,14,camp 1,High,12388,10.164,64,12.0,17,764.6041,ghi,670,90,60300
8303,May,14,camp 1,High,236,0.1643,4,0.0,1,42.4195,jkl,670,90,60300
8304,May,14,camp 1,High,14805,19.95,90,17.0,39,1350.8627,mno,670,90,60300
8305,May,14,camp 1,Low,33,0.0087,0,0.0,0,0.0,def,670,90,60300
8306,May,14,camp 1,Low,10,0.0073,0,0.0,0,0.0,ghi,670,90,60300
8307,May,14,camp 1,Low,157,0.0276,1,0.189,0,0.0,mno,670,90,60300
8308,May,14,camp 1,Medium,332,0.1858,2,0.378,2,188.7141,def,670,90,60300
8309,May,14,camp 1,Medium,358,0.2393,3,0.567,0,0.0,ghi,670,90,60300
8310,May,14,camp 1,Medium,17,0.0103,0,0.0,0,0.0,jkl,670,90,60300
8311,May,14,camp 1,Medium,1264,0.626,6,1.134,1,25.3274,mno,670,90,60300
8312,May,14,camp 1,High,38,0.0604,0,0.0,0,0.0,abc,728,90,65520
8313,May,14,camp 1,High,57405,48.34,206,39.0,97,5037.647,def,728,90,65520
8314,May,14,camp 1,High,167525,210.5,1489,281.0,992,46181.95,ghi,728,90,65520
8315,May,14,camp 1,High,8178,3.295,44,8.0,20,1656.4397,jkl,728,90,65520
8316,May,14,camp 1,High,253053,220.2,851,160.0,532,23993.953,mno,728,90,65520
8317,May,14,camp 1,High,17,0.0136,0,0.0,0,0.0,No Data Available,728,90,65520
8318,May,14,camp 1,Low,664,0.1605,3,0.567,0,0.0,def,728,90,65520
8319,May,14,camp 1,Low,227,0.1888,3,0.567,1,17.173,ghi,728,90,65520
8320,May,14,camp 1,Low,61,0.0219,4,0.756,0,0.0,jkl,728,90,65520
8321,May,14,camp 1,Low,3038,0.701,7,1.323,0,0.0,mno,728,90,65520
8322,May,14,camp 1,Medium,6186,2.912,22,4.156,3,271.8115,def,728,90,65520
8323,May,14,camp 1,Medium,5580,6.03,101,19.1,21,1340.0215,ghi,728,90,65520
8324,May,14,camp 1,Medium,778,0.309,6,1.134,0,0.0,jkl,728,90,65520
8325,May,14,camp 1,Medium,25099,11.555,114,21.55,14,687.069,mno,728,90,65520
8326,May,14,camp 1,High,7,0.0205,0,0.0,0,0.0,mno,800,250,200000
8327,May,14,camp 1,Medium,8,0.0056,0,0.0,0,0.0,mno,800,250,200000
8328,May,14,camp 3,High,1450,0.1971,1,0.054,0,0.0,def,160,600,96000
8329,May,14,camp 3,High,74,0.0287,0,0.0,0,0.0,ghi,160,600,96000
8330,May,14,camp 3,High,12027,2.83,20,1.08,2,15.3099,mno,160,600,96000
8331,May,14,camp 3,Low,2885,0.0743,7,0.378,0,0.0,def,160,600,96000
8332,May,14,camp 3,Low,49,0.0187,0,0.0,0,0.0,ghi,160,600,96000
8333,May,14,camp 3,Low,12278,0.4988,28,1.512,0,0.0,mno,160,600,96000
8334,May,14,camp 3,Medium,5243,0.2367,10,0.54,0,0.0,def,160,600,96000
8335,May,14,camp 3,Medium,204,0.0449,0,0.0,0,0.0,ghi,160,600,96000
8336,May,14,camp 3,Medium,26323,2.193,149,8.05,6,218.4833,mno,160,600,96000
8337,May,14,camp 3,High,2676,0.5366,6,0.324,0,0.0,def,240,400,96000
8338,May,14,camp 3,High,2909,2.271,27,1.458,1,31.1868,ghi,240,400,96000
8339,May,14,camp 3,High,1740,0.874,4,0.216,1,277.3873,jkl,240,400,96000
8340,May,14,camp 3,High,11477,3.207,20,1.08,2,51.2355,mno,240,400,96000
8341,May,14,camp 3,Low,1796,0.1394,10,0.54,0,0.0,def,240,400,96000
8342,May,14,camp 3,Low,596,0.4844,3,0.162,0,0.0,ghi,240,400,96000
8343,May,14,camp 3,Low,40,0.0202,0,0.0,0,0.0,jkl,240,400,96000
8344,May,14,camp 3,Low,6524,0.231,12,0.648,0,0.0,mno,240,400,96000
8345,May,14,camp 3,Medium,4641,0.4426,18,0.972,0,0.0,def,240,400,96000
8346,May,14,camp 3,Medium,2005,1.557,47,2.54,2,696.6411,ghi,240,400,96000
8347,May,14,camp 3,Medium,411,0.22,9,0.486,0,0.0,jkl,240,400,96000
8348,May,14,camp 3,Medium,14208,0.962,52,2.809,3,126.4754,mno,240,400,96000
8349,May,14,camp 3,High,3,0.006,0,0.0,0,0.0,abc,300,250,75000
8350,May,14,camp 3,High,2040,0.5107,4,0.216,1,49.2644,def,300,250,75000
8351,May,14,camp 3,High,883,0.567,6,0.324,0,0.0,ghi,300,250,75000
8352,May,14,camp 3,High,35,0.0181,0,0.0,0,0.0,jkl,300,250,75000
8353,May,14,camp 3,High,22064,6.566,96,5.184,4,252.5053,mno,300,250,75000
8354,May,14,camp 3,Low,3415,0.1895,47,2.54,0,0.0,def,300,250,75000
8355,May,14,camp 3,Low,279,0.1675,6,0.324,0,0.0,ghi,300,250,75000
8356,May,14,camp 3,Low,1,0.0002,0,0.0,0,0.0,jkl,300,250,75000
8357,May,14,camp 3,Low,21434,0.76,65,3.51,0,0.0,mno,300,250,75000
8358,May,14,camp 3,Medium,1,0.002,0,0.0,0,0.0,abc,300,250,75000
8359,May,14,camp 3,Medium,5701,0.533,79,4.266,0,0.0,def,300,250,75000
8360,May,14,camp 3,Medium,821,0.4934,29,1.566,0,0.0,ghi,300,250,75000
8361,May,14,camp 3,Medium,3,0.001,0,0.0,0,0.0,jkl,300,250,75000
8362,May,14,camp 3,Medium,45628,3.154,238,12.85,4,263.84,mno,300,250,75000
8363,May,14,camp 3,High,75,0.0071,0,0.0,0,0.0,def,468,60,28080
8364,May,14,camp 3,High,3,0.0012,0,0.0,0,0.0,ghi,468,60,28080
8365,May,14,camp 3,High,212,0.0149,0,0.0,0,0.0,mno,468,60,28080
8366,May,14,camp 3,Low,25,0.002,0,0.0,0,0.0,def,468,60,28080
8367,May,14,camp 3,Low,1,0.0004,0,0.0,0,0.0,ghi,468,60,28080
8368,May,14,camp 3,Low,88,0.0008,0,0.0,0,0.0,mno,468,60,28080
8369,May,14,camp 3,Medium,101,0.0081,0,0.0,0,0.0,def,468,60,28080
8370,May,14,camp 3,Medium,3,0.0012,0,0.0,0,0.0,ghi,468,60,28080
8371,May,14,camp 3,Medium,371,0.0063,2,0.108,0,0.0,mno,468,60,28080
8372,May,14,camp 3,High,3679,1.982,24,1.296,3,308.2231,mno,580,400,232000
8373,May,14,camp 3,Low,2853,0.231,20,1.08,0,0.0,mno,580,400,232000
8374,May,14,camp 3,Medium,6088,0.892,130,7.02,2,280.452,mno,580,400,232000
8375,May,14,camp 3,High,407,0.0812,0,0.0,0,0.0,def,670,90,60300
8376,May,14,camp 3,High,84,0.0868,1,0.054,0,0.0,ghi,670,90,60300
8377,May,14,camp 3,High,14,0.0074,0,0.0,0,0.0,jkl,670,90,60300
8378,May,14,camp 3,High,1052,0.28,2,0.108,0,0.0,mno,670,90,60300
